JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2458342.91649,9.535,,,V,ARX,,HD 200027,,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=9.423|TBV=2.404|TV_BV=-0.094,1,,Z,-15.597,-15.618,,ZZ MIC,VSS,STD,,,,
2458342.91870,9.525,,,V,ARX,,HD 200027,,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=9.423|TBV=2.404|TV_BV=-0.094,1,,Z,-15.609,-15.635,,ZZ MIC,VSS,STD,,,,
2458342.92091,9.476,,,V,ARX,,HD 200027,,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=9.423|TBV=2.404|TV_BV=-0.094,1,,Z,-15.609,-15.635,,ZZ MIC,VSS,STD,,,,
2458342.92311,9.438,,,V,ARX,,HD 200027,,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=9.423|TBV=2.404|TV_BV=-0.094,1,,Z,-15.604,-15.630,,ZZ MIC,VSS,STD,,,,
2458342.92532,9.358,,,V,ARX,,HD 200027,,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=9.423|TBV=2.404|TV_BV=-0.094,1,,Z,-15.605,-15.631,,ZZ MIC,VSS,STD,,,,
2458342.92754,9.338,,,V,ARX,,HD 200027,,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=9.423|TBV=2.404|TV_BV=-0.094,1,,Z,-15.605,-15.624,,ZZ MIC,VSS,STD,,,,
2458342.92975,9.252,,,V,ARX,,HD 200027,,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=9.423|TBV=2.404|TV_BV=-0.094,1,,Z,-15.598,-15.625,,ZZ MIC,VSS,STD,,,,
2458342.93196,9.237,,,V,ARX,,HD 200027,,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=9.423|TBV=2.404|TV_BV=-0.094,1,,Z,-15.598,-15.624,,ZZ MIC,VSS,STD,,,,
2458342.93417,9.212,,,V,ARX,,HD 200027,,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=9.423|TBV=2.404|TV_BV=-0.094,1,,Z,-15.596,-15.627,,ZZ MIC,VSS,STD,,,,
2458342.93638,9.230,,,V,ARX,,HD 200027,,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=9.423|TBV=2.404|TV_BV=-0.094,1,,Z,-15.614,-15.640,,ZZ MIC,VSS,STD,,,,
2458342.93858,9.214,,,V,ARX,,HD 200027,,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=9.423|TBV=2.404|TV_BV=-0.094,1,,Z,-15.388,-15.400,,ZZ MIC,VSS,STD,,,,
2458342.94079,9.263,,,V,ARX,,HD 200027,,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=9.423|TBV=2.404|TV_BV=-0.094,1,,Z,-15.617,-15.635,,ZZ MIC,VSS,STD,,,,
2458342.94300,9.300,,,V,ARX,,HD 200027,,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=9.423|TBV=2.404|TV_BV=-0.094,1,,Z,-15.616,-15.638,,ZZ MIC,VSS,STD,,,,
2458342.94521,9.346,,,V,ARX,,HD 200027,,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=9.423|TBV=2.404|TV_BV=-0.094,1,,Z,-15.602,-15.634,,ZZ MIC,VSS,STD,,,,
2458342.94742,9.377,,,V,ARX,,HD 200027,,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=9.423|TBV=2.404|TV_BV=-0.094,1,,Z,-15.610,-15.636,,ZZ MIC,VSS,STD,,,,
2458342.94963,9.417,,,V,ARX,,HD 200027,,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=9.423|TBV=2.404|TV_BV=-0.094,1,,Z,-15.608,-15.639,,ZZ MIC,VSS,STD,,,,
2458342.95183,9.438,,,V,ARX,,HD 200027,,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=9.423|TBV=2.404|TV_BV=-0.094,1,,Z,-15.618,-15.641,,ZZ MIC,VSS,STD,,,,
2458342.95404,9.454,,,V,ARX,,HD 200027,,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=9.423|TBV=2.404|TV_BV=-0.094,1,,Z,-15.610,-15.638,,ZZ MIC,VSS,STD,,,,
2458342.95625,9.506,,,V,ARX,,HD 200027,,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=9.423|TBV=2.404|TV_BV=-0.094,1,,Z,-15.611,-15.631,,ZZ MIC,VSS,STD,,,,
2458342.95846,9.534,,,V,ARX,,HD 200027,,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=9.423|TBV=2.404|TV_BV=-0.094,1,,Z,-15.608,-15.626,,ZZ MIC,VSS,STD,,,,
2458342.96067,9.517,,,V,ARX,,HD 200027,,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=9.423|TBV=2.404|TV_BV=-0.094,1,,Z,-15.612,-15.638,,ZZ MIC,VSS,STD,,,,
2458342.96287,9.536,,,V,ARX,,HD 200027,,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=9.423|TBV=2.404|TV_BV=-0.094,1,,Z,-15.617,-15.638,,ZZ MIC,VSS,STD,,,,
2458342.96508,9.559,,,V,ARX,,HD 200027,,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=9.423|TBV=2.404|TV_BV=-0.094,1,,Z,-15.617,-15.638,,ZZ MIC,VSS,STD,,,,
2458342.96729,9.567,,,V,ARX,,HD 200027,,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=9.423|TBV=2.404|TV_BV=-0.094,1,,Z,-15.606,-15.638,,ZZ MIC,VSS,STD,,,,
2458342.96950,9.600,,,V,ARX,,HD 200027,,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=9.423|TBV=2.404|TV_BV=-0.094,1,,Z,-15.607,-15.642,,ZZ MIC,VSS,STD,,,,
2458342.97171,9.622,,,V,ARX,,HD 200027,,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=9.423|TBV=2.404|TV_BV=-0.094,1,,Z,-15.608,-15.631,,ZZ MIC,VSS,STD,,,,
2458342.97392,9.599,,,V,ARX,,HD 200027,,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=9.423|TBV=2.404|TV_BV=-0.094,1,,Z,-15.621,-15.647,,ZZ MIC,VSS,STD,,,,
2458342.97613,9.595,,,V,ARX,,HD 200027,,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=9.423|TBV=2.404|TV_BV=-0.094,1,,Z,-15.626,-15.653,,ZZ MIC,VSS,STD,,,,
2458342.97833,9.579,,,V,ARX,,HD 200027,,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=9.423|TBV=2.404|TV_BV=-0.094,1,,Z,-15.626,-15.662,,ZZ MIC,VSS,STD,,,,
2458342.98054,9.593,,,V,ARX,,HD 200027,,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=9.423|TBV=2.404|TV_BV=-0.094,1,,Z,-15.633,-15.656,,ZZ MIC,VSS,STD,,,,
2458342.98276,9.574,,,V,ARX,,HD 200027,,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=9.423|TBV=2.404|TV_BV=-0.094,1,,Z,-15.634,-15.657,,ZZ MIC,VSS,STD,,,,
2458342.98497,9.537,,,V,ARX,,HD 200027,,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=9.423|TBV=2.404|TV_BV=-0.094,1,,Z,-15.638,-15.660,,ZZ MIC,VSS,STD,,,,
2458342.98718,9.497,,,V,ARX,,HD 200027,,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=9.423|TBV=2.404|TV_BV=-0.094,1,,Z,-15.630,-15.658,,ZZ MIC,VSS,STD,,,,
2458342.98939,9.484,,,V,ARX,,HD 200027,,K V B-V FROM TYCHOII,CREFMAG=9.493|KREFMAG=9.423|TBV=2.404|TV_BV=-0.094,1,,Z,-15.630,-15.664,,ZZ MIC,VSS,STD,,,,
